# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_親しい;vocabulary;親しい;intimate, friendly;;;;;したしい;10
v_晩;vocabulary;晩;night, evening;;;;;ばん;15
v_展示会;vocabulary;展示会;trade show, exhibition;;;;;てんじかい;24
v_果糖;vocabulary;果糖;fructose;;;;;かとう;33
v_需要;vocabulary;需要;demand;;;;;じゅよう;38
v_吉;vocabulary;吉;good omen;;;;;きち;44
v_以前;vocabulary;以前;previously, before;;;;;いぜん;7
v_地理;vocabulary;地理;geography;;;;;ちり;7
v_折り紙;vocabulary;折り紙;origami, art of paper folding;;;;;おりがみ;16
v_魚;vocabulary;魚;fish;;;;;さかな;7
v_心理学;vocabulary;心理学;psychology;;;;;しんりがく;7
v_掲載する;vocabulary;掲載する;to publish, to print;;;;;けいさいする;39
v_平仮名;vocabulary;平仮名;hiragana;;;;;ひらがな;11
v_筋肉;vocabulary;筋肉;muscle;;;;;きんにく;33
v_陰謀;vocabulary;陰謀;conspiracy;;;;;いんぼう;49
v_懲罰;vocabulary;懲罰;discipline, punishment;;;;;ちょうばつ;43
v_回想;vocabulary;回想;retrospection, reminiscence;;;;;かいそう;13
v_年末;vocabulary;年末;year end, end of the year, end of year;;;;;ねんまつ;7
v_毒ガス;vocabulary;毒ガス;poison gas;;;;;どくがす, どくガス;15
v_計画;vocabulary;計画;plan;;;;;けいかく;15
v_泣き声;vocabulary;泣き声;crying, sob;;;;;なきごえ;17
v_靴;vocabulary;靴;shoes;;;;;くつ;27
v_園;vocabulary;園;garden, park;;;;;えん, その;16
v_互い;vocabulary;互い;mutual, each other, reciprocal, together;;;;;たがい;35
v_弱い;vocabulary;弱い;weak;;;;;よわい;7
v_何時;vocabulary;何時;what time;;;;;なんじ;7
v_全額;vocabulary;全額;total, full amount, sum, total amount, entirety, grand total;;;;;ぜんがく;24
v_住民;vocabulary;住民;residents;;;;;じゅうみん;9
v_楽;vocabulary;楽;comfort, ease, pleasure;;;;;らく;8
v_毒言;vocabulary;毒言;abusive language;;;;;どくげん;15
v_時限;vocabulary;時限;time limit;;;;;じげん;25
v_振り仮名;vocabulary;振り仮名;furigana, small kana next to kanji;;;;;ふりがな;28
v_相互;vocabulary;相互;mutual, reciprocal;;;;;そうご;35
v_選ぶ;vocabulary;選ぶ;to choose;;;;;えらぶ;13
v_兼用;vocabulary;兼用;combined use, serving two purposes;;;;;けんよう;40
v_風船;vocabulary;風船;balloon;;;;;ふうせん;7
v_白鳥;vocabulary;白鳥;swan;;;;;はくちょう;7
v_鳥;vocabulary;鳥;bird;;;;;とり;7
v_保証;vocabulary;保証;guarantee;;;;;ほしょう;16
v_桃;vocabulary;桃;peach;;;;;もも;44
v_面接する;vocabulary;面接する;to interview with, to interview;;;;;めんせつする;28
v_剣道;vocabulary;剣道;kendo, japanese fencing, way of the sword;;;;;けんどう;35
v_踊り場;vocabulary;踊り場;dance hall, dance floor;;;;;おどりば;48
v_黄色;vocabulary;黄色;yellow, yellow colour, yellow color, colour yellow, color yellow;;;;;きいろ;7
v_〜病;vocabulary;〜病;disease, sickness, illness;;;;;びょう;10
v_阪神;vocabulary;阪神;hanshin;;;;;はんしん;16
v_嫌疑;vocabulary;嫌疑;suspicion;;;;;けんぎ;20
v_穴場;vocabulary;穴場;hole in the wall, little known good place;;;;;あなば;20
v_飛行機;vocabulary;飛行機;airplane, aeroplane, aircraft;;;;;ひこうき;20
v_攻撃する;vocabulary;攻撃する;to attack;;;;;こうげきする;30
v_海;vocabulary;海;ocean, sea;;;;;うみ;6
v_寿司;vocabulary;寿司;sushi;;;;;すし;35
v_刊行する;vocabulary;刊行する;to publish;;;;;かんこうする;38
v_南東;vocabulary;南東;southeast;;;;;なんとう;6
v_黒い;vocabulary;黒い;black;;;;;くろい;7
v_若者;vocabulary;若者;young person;;;;;わかもの;19
v_傾向;vocabulary;傾向;tendency;;;;;けいこう;38
v_落ちる;vocabulary;落ちる;to fall down, to drop, to fall;;;;;おちる;10
v_攻める;vocabulary;攻める;to attack;;;;;せめる;28
v_星;vocabulary;星;star;;;;;ほし;6
v_南米;vocabulary;南米;south america;;;;;なんべい;8
v_橋;vocabulary;橋;bridge;;;;;はし;13
v_有毒;vocabulary;有毒;poisonous, toxic;;;;;ゆうどく;15
v_保険;vocabulary;保険;insurance;;;;;ほけん;16
v_専攻;vocabulary;専攻;major, college major, field of study;;;;;せんこう;28
v_お祝い;vocabulary;お祝い;congratulation, congratulations, celebration, festival, congratulatory gift;;;;;おいわい;26
v_震える;vocabulary;震える;to shake, to shiver, to quake, to tremble, to quaver, to quiver;;;;;ふるえる;22
v_喜寿;vocabulary;喜寿;seventy seventh birthday;;;;;きじゅ;35
v_強い;vocabulary;強い;strong;;;;;つよい;7
v_言い方;vocabulary;言い方;way of saying, way of talking, speaking style;;;;;いいかた;7
v_倒産;vocabulary;倒産;bankruptcy;;;;;とうさん;20
v_議論;vocabulary;議論;argument;;;;;ぎろん;20
v_足す;vocabulary;足す;to add;;;;;たす;6
v_彼氏;vocabulary;彼氏;boyfriend;;;;;かれし;35
v_生き甲斐;vocabulary;生き甲斐;reason for living, something worth living for;;;;;いきがい;41
v_乗り物;vocabulary;乗り物;vehicle;;;;;のりもの;9
v_着ける;vocabulary;着ける;to put on, to wear;;;;;つける;14
v_毒;vocabulary;毒;poison;;;;;どく;15
v_外交官;vocabulary;外交官;diplomat;;;;;がいこうかん;17
v_留守番電話;vocabulary;留守番電話;answering machine;;;;;るすばんでんわ;20
v_愛憎;vocabulary;愛憎;love and hate;;;;;あいぞう;47
v_乗る;vocabulary;乗る;to ride;;;;;のる;9
v_抑止;vocabulary;抑止;deter, stave off;;;;;よくし;38
v_帯;vocabulary;帯;belt;;;;;おび;31
v_住所;vocabulary;住所;address;;;;;じゅうしょ;8
v_苦しむ;vocabulary;苦しむ;to suffer, to hurt;;;;;くるしむ;11
v_運がいい;vocabulary;運がいい;lucky;;;;;うんがいい;10
v_開発;vocabulary;開発;development;;;;;かいはつ;10
v_嫌;vocabulary;嫌;dislike, eww, ew, gross;;;;;いや;20
v_端;vocabulary;端;edge;;;;;はし;27
v_幾つ;vocabulary;幾つ;how many;;;;;いくつ;31
v_緩やか;vocabulary;緩やか;loose, mild, gentle;;;;;ゆるやか;38
v_貯蓄;vocabulary;貯蓄;savings;;;;;ちょちく;48
v_農;vocabulary;農;farming, agriculture;;;;;のう;10
v_料理;vocabulary;料理;cooking, cuisine, cookery;;;;;りょうり;14
v_私立大学;vocabulary;私立大学;private college, private university;;;;;しりつだいがく;16
v_画面;vocabulary;画面;screen, monitor;;;;;がめん;16
v_立入禁止;vocabulary;立入禁止;do not enter, no entry, entry prohibited, no trespassing, trespassing prohibited;;;;;たちいりきんし;20
v_表彰;vocabulary;表彰;public acknowledgement, public recognition;;;;;ひょうしょう;50
v_一冊;vocabulary;一冊;one book, one volume;;;;;いっさつ;19
v_入場;vocabulary;入場;entrance, admission, entering;;;;;にゅうじょう;8
v_墜落;vocabulary;墜落;falling, crashing;;;;;ついらく;47
v_全米;vocabulary;全米;all america;;;;;ぜんべい;8
v_助言;vocabulary;助言;advice;;;;;じょげん;8
v_数字;vocabulary;数字;numeral, digit;;;;;すうじ;8
v_買う;vocabulary;買う;to buy;;;;;かう;8
v_水兵;vocabulary;水兵;navy soldier, naval soldier, seaman;;;;;すいへい;17
v_高値;vocabulary;高値;high price, expensive price;;;;;たかね;22
v_独り言;vocabulary;独り言;talking to yourself;;;;;ひとりごと;28
v_盾;vocabulary;盾;shield;;;;;たて;48
v_反響;vocabulary;反響;echo, reverberation, influence, repercussion, reaction;;;;;はんきょう;25
v_千円;vocabulary;千円;1000 yen, one thousand yen, a thousand yen, thousand yen;;;;;せんえん;2
v_青空;vocabulary;青空;blue sky;;;;;あおぞら;7
v_雲;vocabulary;雲;cloud;;;;;くも;8
v_人達;vocabulary;人達;people;;;;;ひとたち;20
v_木製;vocabulary;木製;wooden, made from wood, made of wood;;;;;もくせい;24
v_衰退;vocabulary;衰退;decline, decay;;;;;すいたい;49
v_研修生;vocabulary;研修生;trainee;;;;;けんしゅうせい;30
v_音楽;vocabulary;音楽;music;;;;;おんがく;8
v_場所;vocabulary;場所;place, location, spot;;;;;ばしょ;8
v_学者;vocabulary;学者;scholar;;;;;がくしゃ;8
v_事変;vocabulary;事変;incident;;;;;じへん;15
v_罪;vocabulary;罪;sin, crime;;;;;つみ;20
v_制服;vocabulary;制服;uniform;;;;;せいふく;21
v_兵舎;vocabulary;兵舎;barracks;;;;;へいしゃ;35
v_拘置;vocabulary;拘置;detention, confinement;;;;;こうち;49
v_数学;vocabulary;数学;mathematics, math, maths;;;;;すうがく;8
v_森;vocabulary;森;woods, forest;;;;;もり;8
v_交番;vocabulary;交番;police box;;;;;こうばん;8
v_研究;vocabulary;研究;investigation, study, research;;;;;けんきゅう;8
v_私鉄;vocabulary;私鉄;private railway;;;;;してつ;14
v_〜冊;vocabulary;〜冊;books counter, counter for books, books;;;;;さつ;19
v_総理;vocabulary;総理;prime minister;;;;;そうり;21
v_感触;vocabulary;感触;touch, touch sense, sense of touch;;;;;かんしょく;24
v_価値;vocabulary;価値;value, worth, merit;;;;;かち;22
v_侵食;vocabulary;侵食;erosion, corrosion;;;;;しんしょく;49
v_操作;vocabulary;操作;operation, handling;;;;;そうさ;33
v_抑圧;vocabulary;抑圧;oppression;;;;;よくあつ;38
v_化ける;vocabulary;化ける;to transform;;;;;ばける;8
v_妻子;vocabulary;妻子;wife and kids, wife and children;;;;;さいし;20
v_弓矢;vocabulary;弓矢;bow and arrow;;;;;ゆみや;20
v_先輩;vocabulary;先輩;senior, older graduate, superior;;;;;せんぱい;25
v_美人;vocabulary;美人;beautiful woman;;;;;びじん;9
v_内緒;vocabulary;内緒;secret, confidential;;;;;ないしょ;38
v_医学;vocabulary;医学;medical science, medicine;;;;;いがく;8
v_楽しい;vocabulary;楽しい;fun;;;;;たのしい;8
v_走り回る;vocabulary;走り回る;to run around;;;;;はしりまわる;8
v_電力;vocabulary;電力;electric power;;;;;でんりょく;8
v_馬力;vocabulary;馬力;horsepower;;;;;ばりき;8
v_魔法;vocabulary;魔法;magic, witchcraft;;;;;まほう;46
v_曲線;vocabulary;曲線;curve, curved line;;;;;きょくせん;10
v_遅滞;vocabulary;遅滞;delay;;;;;ちたい;35
v_二番;vocabulary;二番;number two, second;;;;;にばん;8
v_両者;vocabulary;両者;both people;;;;;りょうしゃ;8
v_防ぐ;vocabulary;防ぐ;to defend, to protect against, to prevent;;;;;ふせぐ;20
v_描写;vocabulary;描写;depiction;;;;;びょうしゃ;38
v_開拓;vocabulary;開拓;reclamation, cultivation, pioneering;;;;;かいたく;49
v_為に;vocabulary;為に;for the sake of, sake of;;;;;ために;35
v_読者;vocabulary;読者;reader;;;;;どくしゃ;20
v_強調;vocabulary;強調;emphasis, highlight, stress;;;;;きょうちょう;10
v_得;vocabulary;得;benefit, profit, advantage, gain;;;;;とく;19
v_戸;vocabulary;戸;japanese style door, door;;;;;と;3
v_道路;vocabulary;道路;paved road, road, sealed road;;;;;どうろ;10
v_公開;vocabulary;公開;open to the public;;;;;こうかい;10
v_予約;vocabulary;予約;reservation, appointment;;;;;よやく;14
v_浅い;vocabulary;浅い;shallow;;;;;あさい;15
v_布;vocabulary;布;cloth, fabric;;;;;ぬの;19
v_人権;vocabulary;人権;human rights;;;;;じんけん;21
v_準備する;vocabulary;準備する;to prepare;;;;;じゅんびする;25
v_熱烈;vocabulary;熱烈;impassioned, passionate enthusiasm;;;;;ねつれつ;29
v_伸びる;vocabulary;伸びる;to be stretched, to get stretched;;;;;のびる;36
v_想像する;vocabulary;想像する;to imagine;;;;;そうぞうする;13
v_一億円;vocabulary;一億円;one hundred million yen;;;;;いちおくえん;13
v_善悪;vocabulary;善悪;good and evil;;;;;ぜんあく;19
v_季節;vocabulary;季節;season;;;;;きせつ;19
v_毛布;vocabulary;毛布;blanket;;;;;もうふ;19
v_瞬時;vocabulary;瞬時;moment, instant;;;;;しゅんじ;46
v_共有する;vocabulary;共有する;to share, to own jointly, to co own;;;;;きょうゆうする;13
v_自己;vocabulary;自己;self, oneself;;;;;じこ;35
v_涼風;vocabulary;涼風;cool breeze, refreshing breeze;;;;;りょうふう;46
v_賄賂;vocabulary;賄賂;bribe;;;;;わいろ;38
v_歌;vocabulary;歌;song;;;;;うた;10
v_決まる;vocabulary;決まる;to be decided, to be settled;;;;;きまる;10
v_頑固;vocabulary;頑固;stubborn;;;;;がんこ;14
v_入団;vocabulary;入団;join, enlist, enrollment, enlistment;;;;;にゅうだん;19
v_容疑;vocabulary;容疑;suspicion, suspect;;;;;ようぎ;19
v_大臣;vocabulary;大臣;minister, cabinet member;;;;;だいじん;29
v_保持する;vocabulary;保持する;to maintain, to preserve;;;;;ほじする;18
v_泳ぎ;vocabulary;泳ぎ;swimming, swim;;;;;およぎ;9
v_転がる;vocabulary;転がる;to roll, to tumble;;;;;ころがる;10
v_お酒;vocabulary;お酒;sake, alcohol;;;;;おさけ;10
v_才能;vocabulary;才能;talent, ability, genius;;;;;さいのう;14
v_英文;vocabulary;英文;english writing, english composition;;;;;えいぶん;15
v_事件;vocabulary;事件;incident, case;;;;;じけん;21
v_豪華;vocabulary;豪華;luxurious, splendid;;;;;ごうか;31
v_有意;vocabulary;有意;significance;;;;;ゆうい;35
v_塀;vocabulary;塀;wall, fence;;;;;へい;47
v_返還;vocabulary;返還;return, restoration;;;;;へんかん;38
v_体重;vocabulary;体重;body weight;;;;;たいじゅう;9
v_芸者;vocabulary;芸者;geisha;;;;;げいしゃ;14
v_秋;vocabulary;秋;autumn, fall;;;;;あき;15
v_軍人;vocabulary;軍人;soldier;;;;;ぐんじん;15
v_覚える;vocabulary;覚える;to memorize, to remember, to memorise, to learn, to pick up;;;;;おぼえる;19
v_過程;vocabulary;過程;process, a process;;;;;かてい;28
v_飲み放題;vocabulary;飲み放題;all you can drink;;;;;のみほうだい;15
v_歯医者;vocabulary;歯医者;dentist;;;;;はいしゃ;12
v_虫歯;vocabulary;虫歯;cavity, decayed tooth;;;;;むしば;12
v_第二章;vocabulary;第二章;chapter two, second chapter;;;;;だいにしょう;12
v_音読み;vocabulary;音読み;chinese reading, on'yomi;;;;;おんよみ;12
v_運転手;vocabulary;運転手;driver;;;;;うんてんしゅ;12
v_歴史;vocabulary;歴史;history;;;;;れきし;19
v_仮定;vocabulary;仮定;assumption, hypothesis;;;;;かてい;9
v_地獄;vocabulary;地獄;hell;;;;;じごく;35
v_変人;vocabulary;変人;an eccentric, eccentric, oddball;;;;;へんじん;15
v_読む;vocabulary;読む;to read;;;;;よむ;10
v_初回;vocabulary;初回;the first time, first time;;;;;しょかい;11
v_特別;vocabulary;特別;special;;;;;とくべつ;11
v_不信;vocabulary;不信;distrust, unfaithfulness;;;;;ふしん;15
v_計算;vocabulary;計算;calculation;;;;;けいさん;15
v_派手;vocabulary;派手;showy, flashy, gaudy;;;;;はで;21
v_精度;vocabulary;精度;precision, accuracy;;;;;せいど;28
v_壇;vocabulary;壇;podium, platform;;;;;だん;49
v_属する;vocabulary;属する;to belong to, to fall under;;;;;ぞくする;25
v_抽象;vocabulary;抽象;abstract;;;;;ちゅうしょう;49
v_注意;vocabulary;注意;caution, attention;;;;;ちゅうい;11
v_戦車;vocabulary;戦車;tank;;;;;せんしゃ;11
v_運動;vocabulary;運動;exercise;;;;;うんどう;12
v_緑色;vocabulary;緑色;green, color green, green color, colour green, green colour;;;;;みどりいろ;13
v_仏教;vocabulary;仏教;buddhism;;;;;ぶっきょう;15
v_雄犬;vocabulary;雄犬;male dog;;;;;おすいぬ;31
v_獄内;vocabulary;獄内;in prison;;;;;ごくない;35
v_自己紹介;vocabulary;自己紹介;self introduction;;;;;じこしょうかい;37
v_教育;vocabulary;教育;education;;;;;きょういく;11
v_仲良く;vocabulary;仲良く;friendly, good terms;;;;;なかよく;11
v_深夜;vocabulary;深夜;middle of the night, late at night;;;;;しんや;12
v_京都;vocabulary;京都;kyoto, kyouto;;;;;きょうと;12
v_五感;vocabulary;五感;the five senses, five senses;;;;;ごかん;13
v_枚数;vocabulary;枚数;number of sheets, number of flat objects;;;;;まいすう;18
v_暴力団;vocabulary;暴力団;crime syndicate, yakuza, gangster organization, gangster organisation;;;;;ぼうりょくだん;21
v_絶対;vocabulary;絶対;absolutely, without fail, unconditionally;;;;;ぜったい;28
v_仲;vocabulary;仲;relationship, relation;;;;;なか;11
v_悲しい;vocabulary;悲しい;sad;;;;;かなしい;12
v_根;vocabulary;根;root;;;;;ね;12
v_温泉;vocabulary;温泉;hot springs, onsen;;;;;おんせん;12
v_最深;vocabulary;最深;deepest, the deepest;;;;;さいしん;12
v_短期;vocabulary;短期;short period, short term;;;;;たんき;12
v_終わり;vocabulary;終わり;the end, end, the finish, finish;;;;;おわり;12
v_容易;vocabulary;容易;ease, easily, easy, simple;;;;;ようい;19
v_多忙;vocabulary;多忙;busy, pressure of work;;;;;たぼう;19
v_青銅;vocabulary;青銅;bronze;;;;;せいどう;35
v_受託;vocabulary;受託;be entrusted with;;;;;じゅたく;38
v_伺う;vocabulary;伺う;to implore, to inquire, to ask;;;;;うかがう;41
v_左利き;vocabulary;左利き;left handed;;;;;ひだりきき;13
v_銀;vocabulary;銀;silver;;;;;ぎん;13
v_願望;vocabulary;願望;desire, wish, aspiration;;;;;がんぼう;14
v_松;vocabulary;松;pine, pine tree;;;;;まつ;14
v_人格;vocabulary;人格;character, personality;;;;;じんかく;14
v_災い;vocabulary;災い;personal disaster, personal misfortune;;;;;わざわい;20
v_不潔;vocabulary;不潔;filthy, dirty;;;;;ふけつ;28
v_数える;vocabulary;数える;to count;;;;;かぞえる;8
v_銅像;vocabulary;銅像;copper statue, bronze statue;;;;;どうぞう;35
v_不便;vocabulary;不便;inconvenient, not convenient;;;;;ふべん;11
v_共有;vocabulary;共有;shared, co ownership, joint ownership, share;;;;;きょうゆう;11
v_意見;vocabulary;意見;opinion, view;;;;;いけん;11
v_時々;vocabulary;時々;sometimes, at times;;;;;ときどき;11
v_取り逃がす;vocabulary;取り逃がす;to fail to catch;;;;;とりにがす;44
v_庫;vocabulary;庫;warehouse, granary;;;;;くら;28
v_絶望;vocabulary;絶望;despair;;;;;ぜつぼう;28
v_降りる;vocabulary;降りる;to get off;;;;;おりる;36
v_壊れ物;vocabulary;壊れ物;fragile thing, breakables, fragile item;;;;;こわれもの;31
v_仲直り;vocabulary;仲直り;reconciliation, make peace with;;;;;なかなおり;11
v_神社;vocabulary;神社;shinto shrine;;;;;じんじゃ;11
v_仏;vocabulary;仏;buddha;;;;;ほとけ;15
v_彼;vocabulary;彼;he;;;;;かれ;35
v_徹夜;vocabulary;徹夜;all night, sleepless night, all nighter;;;;;てつや;41
v_逆効果;vocabulary;逆効果;opposite effect;;;;;ぎゃくこうか, ぎゃっこうか;28
v_道に迷う;vocabulary;道に迷う;to get lost, to be lost;;;;;みちにまよう;29
v_及ぶ;vocabulary;及ぶ;to reach, to amount to;;;;;およぶ;36
v_心身;vocabulary;心身;body and mind, mind and body;;;;;しんしん;8
v_服;vocabulary;服;clothes, clothing;;;;;ふく;9
v_例外;vocabulary;例外;exception;;;;;れいがい;14
v_式;vocabulary;式;ceremony, ritual, equation;;;;;しき;15
v_〜弁;vocabulary;〜弁;dialect;;;;;べん;16
v_犯人;vocabulary;犯人;criminal;;;;;はんにん;20
v_関西;vocabulary;関西;kansai;;;;;かんさい;16
v_夫婦;vocabulary;夫婦;husband and wife, wife and husband, married couple;;;;;ふうふ;28
v_彼ら;vocabulary;彼ら;they;;;;;かれら;35
v_詰める;vocabulary;詰める;to stuff in, to cram in;;;;;つめる;29
v_否決;vocabulary;否決;rejection;;;;;ひけつ;33
v_洋風;vocabulary;洋風;western style;;;;;ようふう;11
v_洋食;vocabulary;洋食;western food, western style food;;;;;ようしょく;11
v_協力;vocabulary;協力;cooperation;;;;;きょうりょく;14
v_寿命;vocabulary;寿命;lifespan;;;;;じゅみょう;35
v_解決;vocabulary;解決;solution;;;;;かいけつ;21
v_拠点;vocabulary;拠点;position, location;;;;;きょてん;41
v_泉;vocabulary;泉;spring, fountain;;;;;いずみ;12
v_冷蔵庫;vocabulary;冷蔵庫;refrigerator, fridge;;;;;れいぞうこ;33
